x        Q2      f(x,Q2) 
0.060000 10000.000000 -0.039081 
0.070000 10000.000000 -0.043176 
0.080000 10000.000000 -0.045040 
0.090000 10000.000000 -0.045537 
0.100000 10000.000000 -0.045172 
0.200000 10000.000000 -0.029424 
0.300000 10000.000000 -0.015566 
0.400000 10000.000000 -0.007067 
0.500000 10000.000000 -0.002537 
0.600000 10000.000000 -0.000588 
0.700000 10000.000000 -0.000113 
0.800000 10000.000000 -0.000246 
0.900000 10000.000000 -0.000302 
0.999900 10000.000000 0.000265 
